Total intl calls,Eve_minutes_per_call,Total day minutes,Number vmail messages,Night_minutes_per_call,Total_minutes,High_Customer_Service,International plan_Yes,Total intl minutes,Tenure,Total eve minutes,Total day calls,Customer service calls,Total night minutes,Day_minutes_per_call,Churn
-0.18699036500005858,2.914749337065111,0.08650705039558454,-0.5917781283114864,0.44341939181593043,1.7415451238007476,-0.2951002350524045,False,-0.5714093333257468,0.4035681271145675,2.7253441690162066,-0.17489750215729705,-0.43024897859187927,0.2987732535297756,0.047152763339072125,0
0.6932905481993706,0.8933439002790462,-0.9366891153729437,-0.5917781283114864,-0.2956817117635533,-0.14350364655181147,3.3886791036354764,False,0.8988553117313518,-0.9082988856391201,0.545512682750633,1.839124090380887,1.828049990930535,0.15908365131373298,-1.2931565213127774,1
2.0137119179985143,1.6184511436354367,2.6897471147471026,-0.5917781283114864,-1.1982743357985493,2.435063809594644,3.3886791036354764,False,-1.784377665497853,1.513609445598457,2.3175559392232383,-1.685413696560935,1.828049990930535,-0.8027790382310178,4.155730575186852,1
0.6932905481993706,-1.0313646533482193,-1.2820639944319954,-0.5917781283114864,-0.40586925338143537,-1.645940734838756,-0.2951002350524045,False,-0.9389754945900212,0.25219885641221856,-1.2642336217320274,0.12720573672343055,0.47307060921708655,-0.22406497190741279,-1.1148093173352351,0
-1.5074117347992024,-0.16775422477837182,-1.1176877150937303,-0.5917781283114864,-0.15074422557949435,-0.7585953404142535,-0.2951002350524045,False,0.3107494537085125,-1.3119502741787163,0.2796069757323472,0.832113294111795,-0.43024897859187927,-0.44158163821525065,-1.186302482446661,0
0.6932905481993706,-0.09738518148563342,-0.6190181036180935,1.6003418676084007,-1.2995721735780428,-1.5607914293131722,-0.2951002350524045,False,1.5604744020070465,-1.6399170273671382,-0.7641721428618188,1.3859692320597956,-1.333568566400845,-1.4273911167113222,-1.0121151691082644,0
0.253150091599656,-1.0467077424963138,0.5814828128973276,-0.5917781283114864,-1.3630000411248129,-0.7854845947907534,-0.2951002350524045,False,1.0826383923634892,-0.9082988856391201,-0.7621877719139213,0.9831649135521587,1.3763901970260524,-1.3196305664303756,-0.14582781899357053,0
-0.6271308215997732,-0.16121247785275883,-0.3826117692889032,-0.5917781283114864,-0.7442115302860693,-0.5546851613924618,3.3886791036354764,False,-0.5346527171993188,0.454024550682017,0.6010750692917676,0.6810616746714312,1.828049990930535,-1.150007478025181,-0.6592312053083915,1
0.6932905481993706,1.0578507725775939,0.11605784218673326,-0.5917781283114864,4.093336837758714,0.8805287909532311,-0.2951002350524045,False,0.42101930208779514,-2.2958505337439816,-0.21450139029416881,0.580360595044522,0.47307060921708655,1.6358023033118976,-0.28645844366590467,0
-0.6271308215997732,-0.681451009694807,-0.5728449914444235,-0.5917781283114864,-1.1937335943901959,-0.6129452125415433,-0.2951002350524045,False,0.6783156149727871,-0.8326142502879459,0.9026994533722108,-1.5343620771205713,1.3763901970260524,-1.417413287981605,0.34874185013651454,0
-0.6271308215997732,0.6392677389442243,0.2564241031946901,1.8195538672003895,-0.8500914900505718,0.005507638117958135,-0.2951002350524045,False,1.597231018133474,-0.6812449795855972,0.89476196958062,-0.47700074103802464,0.47307060921708655,-1.253776896814241,0.36241193984717196,0
-0.6271308215997732,-0.5849846833647336,1.0339793121992942,-0.5917781283114864,-0.2698652225117631,0.014470722910125598,-0.2951002350524045,False,0.6415589988463598,-0.40373464996462477,-0.8693438031003947,0.42930897560415815,-1.333568566400845,-0.2520028923506214,0.4164711279226616,0
-0.6271308215997732,-0.7084989348166887,0.6331966985318378,-0.5917781283114864,-0.7434889531712365,-0.31044110080591725,-0.2951002350524045,False,-0.7551924139578842,-1.3876349095298905,-0.7264690948517633,-1.433660997493662,0.47307060921708655,-0.465528427166572,1.533327846910976,0
1.1334310047990852,0.7217353758714738,-0.00953302292564894,1.5272712010777378,2.9460059775141927,1.6233444431040485,-0.2951002350524045,False,-0.6081659494521742,0.6810784567355399,0.4939190381052941,0.17755627653688516,-1.333568566400845,2.4380197331811706,-0.2005384684518648,0
-0.18699036500005858,-0.358333250097885,0.4355757784285302,-0.5917781283114864,-0.6322676603420038,0.08169385885137458,-0.2951002350524045,False,-0.4978961010728915,1.362240174896108,-0.2006107936588849,-0.023845882716933237,-1.333568566400845,-0.09634876416703086,0.2328261130484821,1
-0.18699036500005858,1.1731642041636061,-0.3641425244194352,-0.5917781283114864,0.46309833302641995,-0.35189536796968873,-0.2951002350524045,False,1.0091251601106346,-0.7064731913693219,0.24388829867018977,0.47965951541761276,-1.333568566400845,-0.5333776625286499,-0.5759324421257087,0
