Account length,Area code,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Total_Minutes,Total_Charge,High_Customer_Service,Intl_Minutes_per_Call,High_Charge,High_Charge_High_Service,Vmail_Rate,Day_Night_Ratio,State_AL,State_AR,State_AZ,State_CA,State_CO,State_CT,State_DC,State_DE,State_FL,State_GA,State_HI,State_IA,State_ID,State_IL,State_IN,State_KS,State_KY,State_LA,State_MA,State_MD,State_ME,State_MI,State_MN,State_MO,State_MS,State_MT,State_NC,State_ND,State_NE,State_NH,State_NJ,State_NM,State_NV,State_NY,State_OH,State_OK,State_OR,State_PA,State_RI,State_SC,State_SD,State_TN,State_TX,State_UT,State_VA,State_VT,State_WA,State_WI,State_WV,State_WY,International plan_Yes,Voice mail plan_Yes,Churn
0.4035681271145674,-0.6888342718191494,-0.5917781283114864,0.08650705039558454,-0.17489750215729705,0.08699109247178505,2.7253441690162066,-1.0191596565866436,2.7253424728300426,0.2987732535297756,-0.5194441461658859,0.29829577995566076,-0.5714093333257468,-0.18699036500005858,-0.5710209349037002,-0.43024897859187927,1.883763449624948,1.32934075154145,0.0,-0.4234236444268693,1.0009004954548686,0.0,-0.5852629133245537,-0.24521336370591754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.90829888563912,-0.5236032802413713,-0.5917781283114864,-0.9366891153729437,1.839124090380887,-0.9364232091453262,0.545512682750633,-0.8673040020914367,0.5448788172820315,0.15908365131373298,0.5607583056312747,0.1608157864130407,0.8988553117313518,0.6932905481993706,0.8996982635169838,1.828049990930535,-0.1429691253444817,-0.5039032057073474,0.0,-0.3543025809609055,-0.9991003147076476,0.0,-0.5852629133245537,-0.8630928544910734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.5136094455984568,-0.5236032802413713,-0.5917781283114864,2.6897471147471026,-1.685413696560935,2.6900703564575577,2.3175559392232383,-0.15864428111380446,2.316797355355844,-0.8027790382310178,1.4352079094670713,-0.8015441683852982,-1.784377665497853,2.0137119179985143,-1.7830024965651898,1.828049990930535,2.5102080637064073,2.7013972906748354,0.0,-1.5399946696462816,1.0009004954548686,0.0,-0.5852629133245537,2.4833143014261343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.2521988564122189,-0.5236032802413713,-0.5917781283114864,-1.2820639944319954,0.12720573672343055,-1.2819070179714847,-1.2642336217320274,0.09444847637820705,-1.2643924172465657,-0.22406497190741279,0.2521290336892288,-0.22501516320657028,-0.9389754945900212,0.6932905481993706,-0.9387007345088711,0.47307060921708655,-1.6404062509830537,-1.7647378311164326,0.0,-1.0189281912105557,-0.9991003147076476,0.0,-0.5852629133245537,-0.9578051907127823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-1.3119502741787161,1.7188173197427594,-0.5917781283114864,-1.1176877150937303,0.832113294111795,-1.1178565301326482,0.2796069757323472,0.4487783368670232,0.27874085504169577,-0.44158163821525065,-0.5194441461658859,-0.44232224977393725,0.3107494537085125,-1.5074117347992024,0.31413413821985947,-0.43024897859187927,-0.7560138546327577,-0.9449556222002592,0.0,2.4936181589588458,-0.9991003147076476,0.0,-0.5852629133245537,-0.7358386813433877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-1.639917027367138,-0.6888342718191494,1.6003418676084007,-0.6190181036180935,1.3859692320597956,-0.6191865041854572,-0.7641721428618188,-1.0191596565866436,-0.7648001021638304,-1.4273911167113222,0.45788188165059274,-1.42685639707915,1.5604744020070465,0.6932905481993706,1.56696901094859,-1.333568566400845,-1.55554031395954,-1.0580951551267017,0.0,-0.11503736127103122,-0.9991003147076476,0.0,2.2158301664438063,0.46734578937747284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.90829888563912,-0.5236032802413713,-0.5917781283114864,0.5814828128973276,0.9831649135521587,0.5813154101318546,-0.7621877719139213,1.1068195063462531,-0.7624655586354065,-1.3196305664303756,0.9208257895636615,-1.320420273046154,1.0826383923634892,0.253150091599656,1.0767292781416957,1.3763901970260524,-0.7828136242191301,-0.009157451554428713,0.0,0.0045952485739054055,-0.9991003147076476,0.0,-0.5852629133245537,1.6060551941508214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.45402455068201697,-0.5236032802413713,-0.5917781283114864,-0.3826117692889032,0.6810616746714312,-0.38234540253733595,0.6010750692917676,0.8537267488542416,0.600907861964207,-1.150007478025181,-0.46800593417554487,-1.1518964099939102,-0.5346527171993188,-0.6271308215997732,-0.5301676238364592,1.828049990930535,-0.5527822686027661,-0.3763815287648318,0.0,0.004595248573905819,-0.9991003147076476,0.0,-0.5852629133245537,0.4163121821104755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-2.2958505337439816,-0.6888342718191494,-0.5917781283114864,0.11605784218673326,0.580360595044522,0.11632462340985507,-0.21450139029416881,-1.7278193775642758,-0.2138478294557672,1.6358023033118976,-2.216905141847138,1.6376170073708605,0.42101930208779514,0.6932905481993706,0.42307630106583616,0.47307060921708655,0.877655433069873,0.3992954385020502,0.0,-0.5271052396258146,1.0009004954548686,0.0,-0.5852629133245537,-0.7571824376200954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.8326142502879457,-0.5236032802413713,-0.5917781283114864,-0.5728449914444235,-1.5343620771205713,-0.5724701400989012,0.9026994533722108,2.751922430044328,0.9020639771309023,-1.417413287981605,0.14925260970854684,-1.4179867200764003,0.6783156149727871,-0.6271308215997732,0.6818139378250304,1.3763901970260524,-0.6108484360399048,-0.3926812919830476,0.0,0.7722378284122516,-0.9991003147076476,0.0,-0.5852629133245537,0.5062043351574268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
